Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Định Vị,Latitude,Longitude
"Bán căn hộ chung cư Yên Phong bắc kỳ giá tốt 820 triệu, 44.18m2, 2PN, 1WC",820 triệu,"44,18 m²",2,1,"Yên Phong, Bắc Ninh","Yên Phong City, Yên Trung, Yên Phong, Bắc Ninh",21.2150861,105.9873068
"Chính chủ bán căn 2PN DT 75m2 chung cư Eco Green city, giá 4.8 tỷ bao phí, LH: 0932 392 ***","4,8 tỷ",75 m²,2,2,"Thanh Trì, Hà Nội"," Đường Nguyễn Xiển,  Xã Tân Triều,  Thanh Trì,  Hà Nội",20.98294964,105.809326
Bán căn Lavila full nội thất nhà mới đẹp chỉ 12 tỷ,12 tỷ,"105,6 m²",4,4,"Nhà Bè, Hồ Chí Minh"," Đường Nguyễn Hữu Thọ,  Xã Phước Kiển,  Nhà Bè,  Hồ Chí Minh",10.71772076,106.7026202
"Nhà trung tâm Quận Thanh Xuân, Hà Nội, phân lô, ô tô tránh. Phù hợp đa loại hình cho nhà đầu tư.",37 tỷ,140 m²,11,11,"Thanh Xuân, Hà Nội","Phường Khương Mai, Thanh Xuân, Hà Nội",20.9971341,105.8290537
"Cần bán gấp căn biệt thự song lập Ecopark 165m2, 26,5 tỷ thật và gấp ạ - mới hoàn thiện rất đẹp","26,5 tỷ",165 m²,4,4,"Văn Giang, Hưng Yên"," Đường Trúc,  Xã Xuân Quan,  Văn Giang,  Hưng Yên",20.9577012,105.9161321
"Em chính chủ cần bán nhà hẻm 20, đường 160, phường Tăng Nhơn Phú A, diện tích ngang 5 x 18m","4,8 tỷ",90 m²,2,1,"Quận 9, Hồ Chí Minh","Hẻm 20, Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",10.7589554,106.6730492
"Ngộp bank dí buông căn 2PN 2 WC Bcons Plaza căn hộ Làng Đại Học 1,6 tỷ giá bao hết, căn vip hiếm","1,6 tỷ",52 m²,2,2,"Dĩ An, Bình Dương"," Đường Thống Nhất,  Phường Đông Hòa,  Dĩ An,  Bình Dương",10.8946458,106.7811372
"Nhà mặt phố bán tại Lê Lợi, Ngô Quyền, Hải Phòng, 139 triệu, 122m2, hàng hiếm!",139 triệu,122 m²,4,4,"Ngô Quyền, Hải Phòng","Đường Lê Lợi, Phường Lê Lợi, Ngô Quyền, Hải Phòng",20.82992865,106.6973315
"Cần bán nhà Trịnh Thị Miếng, 4 x 12m, gác lửng đúc PK, 2PN, p/thờ, nhà mới cực đẹp","1,65 tỷ",80 m²,2,2,"Hóc Môn, Hồ Chí Minh","Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Hóc Môn, Hồ Chí Minh",10.89581057,106.6107327
"Đổ nợ cần bán gấp nhà hẻm lớn Lê Hồng Phong, Q10 sổ sạch không tranh chấp sang tên liền. Giá 4tỷ250","4,25 tỷ",55 m²,4,3,"Quận 10, Hồ Chí Minh","Đường Lê Hồng Phong, Phường 6, Quận 10, Hồ Chí Minh",10.7618896,106.6636383
Liền kề ngon - bổ - rẻ duy nhất 1 căn áp góc từ chủ đầu tư Vinhomes với 2.8 tỷ nhà 5 tầng,8 tỷ,63 m²,4,3,"Văn Giang, Hưng Yên"," Xã Long Hưng,  Văn Giang,  Hưng Yên",20.942226,105.957565
"Căn hộ 2PN 2WC - 76m2 - Bán 5,5 tỷ - Sunrise City Central","5,5 tỷ",76 m²,2,2,"Quận 7, Hồ Chí Minh"," Đường Nguyễn Hữu Thọ,  Phường Tân Hưng,  Quận 7,  Hồ Chí Minh",10.74250976,106.7013355
Độc nhất vô nhị. Toà CCMN 7 tầng ngay trung tâm cách phố Xã Đàn 50m ngõ oto sát cửa. Chỉ 12.7 tỷ,"12,7 tỷ",50 m²,11,11,"Đống Đa, Hà Nội","Đường Đê La Thành, Phường Phương Liên, Đống Đa, Hà Nội",21.01384552,105.8351076
Bảng hàng chuyển nhượng các căn 2N - 3N giá tốt nhất dự án Le Grand Jardin Sài Đồng,"3,2 tỷ",57 m²,2,1,"Long Biên, Hà Nội","Le Grand Jardin Sài Đồng, Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội",21.04065286,105.9088155
"Bán gấp biệt thự Nine South Nam Sài Gòn DT 140m2 thiết kế 4PN 5WC full nội thất giá chốt 17,3tỷ","17,3 tỷ",140 m²,4,5,"Nhà Bè, Hồ Chí Minh"," Đường Nguyễn Hữu Thọ,  Xã Phước Kiển,  Nhà Bè,  Hồ Chí Minh",10.71772076,106.7026202
"Vợ chồng chuyển công tác cần bán gấp căn hộ 2PN Privia nhà mới 100%, giá 3.6 tỷ LH: 0938 399 ***","3,6 tỷ","67,74 m²",2,2,"Bình Tân, Hồ Chí Minh"," Đường An Dương Vương,  Phường An Lạc,  Bình Tân,  Hồ Chí Minh",10.7223892,106.6197111
"Tôi Chính chủ bán CĂN HỘ LÔ GÓC 3 THOÁNG TẠI THE K - PARK VĂN PHÚ 83m 3 ngủ 2 Wc, Giá dưới 5.99 tỷ.","5,98 tỷ",93 m²,3,2,"Hà Đông, Hà Nội","The K Park, Lê Trọng Tấn, Phúc La, Hà Đông, Hà Nội",20.9675836,105.7895084
CẦN BÁN GẤP NHÀ PHÚ DIỄN - THỔ CÔNG CHỌN CHỦ MỚI 1 TỶ/1M PHẢI XEM NHÀ MỚI Ý KIẾN,79 tỷ,100 m²,6,6,"Bắc Từ Liêm, Hà Nội","Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",21.05349786,105.7638545
Cập nhật quỹ căn hộ giá tốt nhất tại Le Grand Jardin Sài Đồng,"5,5 tỷ",85 m²,3,2,"Long Biên, Hà Nội","Le Grand Jardin Sài Đồng, Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội",21.04065286,105.9088155
"Nhà 3 lầu siêu đẹp mặt tiền hẻm thông xe hơi 4m Huỳnh Tấn Phát, P. Phú Thuận, Quận 7","7,4 tỷ",61 m²,4,5,"Quận 7, Hồ Chí Minh","Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.72280396,106.7356288
"Bán nhà riêng tại Ngõ 58 Đường Đào Tấn, Cống Vị, Ba Đình, Hà Nội, giá siêu hời 4 tỷ, 30m2",4 tỷ,30 m²,3,3,"Ba Đình, Hà Nội","Ngõ 58 Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",21.0350399,105.8101844
"Chính chủ căn 65m2 Hoàng Kim Thế Gia, sổ hồng sẵn, nhà mới, TT 950tr ở ngay","2,8 tỷ",65 m²,3,2,"Bình Tân, Hồ Chí Minh","Hoàng Kim Thế Gia (The Golden Dynasty), Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh",10.77286487,106.6141066
Bán nhà gần ngã tư Bảy Hiền - chợ Tân Bình - bệnh viện Thống Nhất,"6,9 tỷ","53,88 m²",2,2,"Tân Bình, Hồ Chí Minh","Đường Lạc Long Quân, Phường 11, Tân Bình, Hồ Chí Minh",10.77475095,106.6480525
"Gia đình chuyển hướng cần bán gấp căn biệt thự khu Q, DT 170m2 giá 27 tỷ. LH: 0943 656 ***",27 tỷ,170 m²,4,4,"Hà Đông, Hà Nội"," Đường Tố Hữu,  Phường Dương Nội,  Hà Đông,  Hà Nội",20.9809284,105.74637
"BÁN NHÀ PHÂN LÔ VIA HÈ,Ô TÔ TRÁNH,THANH LIỆT- THANH TRÌ, 82 M2, MẶT TIỀN 6,2 M, GIÁ 29,9 TỶ.","29,9 tỷ",82 m²,3,2,"Thanh Trì, Hà Nội","Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",20.96574144,105.8145152
"SIÊU HIẾM , VIP HAI BÀ TRƯNG - PHÂN LÔ - LẠC TRUNG - OTÔ TRÁNH - TRUNG TÂM QUẬN HAI BÀ","24,8 tỷ",80 m²,7,7,"Hai Bà Trưng, Hà Nội","Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",21.00300972,105.8682548
"BÁN NHÀ HOÀNG MAI PHỐ THÚY LĨNH, 72M, MẶT TIỀN 5M CHỈ 76 TRIỆU/M,NHỈNH 5 TỶ, SỔ ĐỎ CHÍNH CHỦ",Giá thỏa thuận,72 m²,2,1,"Hoàng Mai, Hà Nội","Đường Thúy Lĩnh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",20.9805771,105.8912598
"(Đang giảm giá sâu): Nhà hẻm xe hơi Thống Nhất P16, 4*17m, 6,3 Tỷ","6,3 tỷ","60,6 m²",3,5,"Gò Vấp, Hồ Chí Minh","Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",10.84533365,106.6647774
Bán Nhà phố có hầm giá rẻ nhất khu Cityland Park Hills Phường 10 Gò Vấp .Giá chỉ 19tỷ5 .,"19,5 tỷ",100 m²,7,4,"Gò Vấp, Hồ Chí Minh","CityLand Park Hills, Phan Văn Trị, 10, Gò Vấp, Hồ Chí Minh",10.828946,106.6826266
Bán nhanh biệt thự Mỹ Gia nhà đẹp giá tốt nhất khu vực liên hệ em: Cẩm 0902 944 ***,57 tỷ,220 m²,4,4,"Quận 7, Hồ Chí Minh"," Đường 20,  Phường Tân Phú,  Quận 7,  Hồ Chí Minh",10.727068,106.7261695
"Bán nhà đường KD, MT Nguyễn Lương Bằng","12,7 tỷ","84,8 m²",4,4,"Quận 7, Hồ Chí Minh","Đường 15B, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",10.70768881,106.7319013
"Chính chủ Jamila Khang Điền căn 50 m2 - 3.2 tỷ, 72m2 - 3.85 tỷ, 100m2 - 5.2 tỷ, vay 70% giá trị","3,85 tỷ",72 m²,2,2,"Quận 9, Hồ Chí Minh"," Đường Song Hành,  Phường Phú Hữu,  Quận 9,  Hồ Chí Minh",10.7608529,106.7012374
"Bán nhà BTLK hải âu khu đô thị mới cầu bươu-hà nội 60m-mt 5m -4 tầng ô tô vào nhà , kinh doanh tốt.","13,5 tỷ",60 m²,4,5,"Thanh Trì, Hà Nội","KĐTM Cầu Bươu, Đường 70, Xã Tân Triều, Thanh Trì, Hà Nội",20.9770834,105.8042144
"Chỉ 16,96tỷ! Bán nhà Minh Khai Bắc Từ Liêm, phân lô,ô tô tránh vào nhà 60mx6T thang máy, VP công ty","16,96 tỷ",60 m²,4,5,"Bắc Từ Liêm, Hà Nội","Phường Minh Khai, Bắc Từ Liêm, Hà Nội",21.0603661,105.7475631
"Bán quỹ căn giá rẻ nhất Hoàng Thành Pearl, Nguyễn Văn Giáp, DT 80m2 (2PN), 114m2(3PN) LH 0906 241 ***","5,7 tỷ",80 m²,2,2,"Nam Từ Liêm, Hà Nội"," Đường Nguyễn Văn Giáp,  Phường Cầu Diễn,  Nam Từ Liêm,  Hà Nội",21.02369542,105.7552656
Bán gấp & Cho thuê Sky Line 3PN đầy đủ nội thất cao cấp lầu cao view sông nhìn pháo hoa giá tốt,Giá thỏa thuận,108 m²,3,2,"Quận 7, Hồ Chí Minh","An Gia Skyline, Hoàng Quốc Việt, Phú Thuận, Quận 7, Hồ Chí Minh",10.7146752,106.7370406
Nguyễn Công Trứ - 50m2 - 2.89 tỷ,"2,89 tỷ",50 m²,3,3,"Sơn Trà, Đà Nẵng","Đường Nguyễn Công Trứ, Phường An Hải Đông, Sơn Trà, Đà Nẵng",16.0661793,108.2346025
"GIẢM NGAY 100Tr-GIÁ MỚI 5.8TỶ CHO CĂN 4 TẦNG OTO THÔNG TẶNG FULL NỘI THẤT GỖ XỊN, ,","5,1 tỷ",50 m²,3,4,"Quận 12, Hồ Chí Minh","Đường 13, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",10.8544471,106.6295743
Bán Siêu Phẩm Chỉ Có 1 Căn Biệt Thự Đơn Lập Đảo Ngọc Trai Vị Trí Đỉnh Búp Giá Chủ Đầu Tư Ai Là Vip,86 tỷ,"283,68 m²",5,5,"Văn Giang, Hưng Yên","The Empire - Vinhomes Ocean Park 2, Long Hưng, Văn Giang, Hưng Yên",20.9519833,105.953952
"Bán Nhà Hẻm Xe Hơi Thông 4 x 15 , 4 Tấm TN 21 tr.T , Phan Huy Ích , Phường 12. LH 0369720*** Phương","5,95 tỷ",60 m²,4,5,"Gò Vấp, Hồ Chí Minh","Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",10.83292773,106.6353737
CHỈ VỚI 600 TRIỆU SỞ HỮU NGAY CĂN HỘ Ở MẶT BIỂN CÁT BÀ - DỰ ÁN XANH ISLAND - SUN GROUP.,2 tỷ,39 m²,2,2,"Cát Hải, Hải Phòng","Xanh Island Cát Bà, Cát Bà, Cát Hải, Hải Phòng",20.8116224,106.9242609
"Bán nhà mặt chợ,Thái Thịnh, Đống Đa, 60m đang kinh doanh tốt, 5tầng thang máy, Ô tô cửa, 15tỷ","14,9 tỷ",60 m²,6,4,"Đống Đa, Hà Nội","Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",21.00801347,105.8204891
"Nhà mới xây, DT đất 211m2 đường bê tông 5m, Đức Hòa Long An giá 2,65 tỷ","2,65 tỷ",211 m²,3,2,"Đức Hòa, Long An","Đường Lục Viên, Xã Mỹ Hạnh Bắc, Đức Hòa, Long An",10.8781954,106.4913901
"Cần bán nhà mặt tiền đường 10.5m sát sông Hàn, sát cầu Rồng mà giá chỉ 130 triệu/m2","15,2 tỷ",117 m²,4,3,"Sơn Trà, Đà Nẵng","Đường Nguyễn Công Trứ, Phường An Hải Nam, Sơn Trà, Đà Nẵng",16.06580887,108.2389218
"Bán căn hộ 2PN 3PN Chung cư Văn Lang SkyLake, view đẹp nhất TP. Việt Trì","3,47 tỷ","73,35 m²",2,2,"Việt Trì, Phú Thọ","Văn Lang SkyLake, Phố Tiên Dung, Phường Tiên Cát, Việt Trì, Phú Thọ",21.3136067,105.3946301
"Bán 1 căn góc 142m2 Sapphire Gem ngay TTHC mới, chỉ 7,x tỷ bao trọn thuế phí cho khách thiện chí",Giá thỏa thuận,142 m²,4,5,"Thủy Nguyên, Hải Phòng"," Phường Thủy Đường,  Thủy Nguyên,  Hải Phòng",20.9204971,106.6805479
"Bn nhà xây ở hẻm 5m, Lê Văn Sỹ P1 Tân Bình. Giá 2 tỷ550. DT 60m2 sổ hồng riêng. LH 0902 631 *** Quỳnh","2,55 tỷ",60 m²,4,5,"Tân Bình, Hồ Chí Minh","Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",10.794126,106.6660019
"Chuyên mua bán căn hộ 2PN, 3PN, 4PN tại Golden Palace, full nội thất mới đẹp, giá bán từ 58tr/m2.","7,5 tỷ",125 m²,3,2,"Nam Từ Liêm, Hà Nội"," đường Mễ Trì,  Phường Mễ Trì,  Nam Từ Liêm,  Hà Nội.",21.01493436,105.7785397
Bán nhà 6 tầng mặt phố Văn Cao - Ba đình 71 tỷ,71 tỷ,95 m²,5,5,"Ba Đình, Hà Nội","Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",21.03907035,105.8157024
Giỏ hàng chuyển nhượng căn hộ Mizuki Park Nam Long mới nhất tháng 03/2025 - Hỗ trợ xem nhà 24/7,"2,95 tỷ",56 m²,2,1,"Bình Chánh, Hồ Chí Minh"," Đường Nguyễn Văn Linh,  Xã Bình Hưng,  Bình Chánh,  Hồ Chí Minh",10.72891091,106.6801554
Giá tốt bán nhà Trịnh Hoài Đức - P. Hiệp Phú. Nhà 3 tầng chủ xây chắc chắn. Ngay ngã tư Thủ Đức,"7,58 tỷ","85,5 m²",5,4,"Thủ Đức, Hồ Chí Minh","Đường Trịnh Hoài Đức, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",10.847658,106.7797654
"Bán nhà riêng đẹp tại Võ Chí Công 8 tỷ, 40m2, 5PN, 4WC. 0382 276 ***",8 tỷ,40 m²,5,4,"Tây Hồ, Hà Nội","Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",21.06710175,105.8074261
Bán nhà hxh 6m Nguyễn Bỉnh Khiêm - Đa Kao Q1 - 60m2 4pn đang cho spa thuê 30tr/tháng,"16,49 tỷ",60 m²,4,4,"Quận 1, Hồ Chí Minh","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",10.791498,106.6999442
Cần bán biệt thự vườn 617m2 ngay GiGamall Phạm Văn Đồng Hiệp Bình Chánh Thủ Đức,48 tỷ,617 m²,4,4,"Thủ Đức, Hồ Chí Minh","Đường 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10.8242362,106.7172857
Tháng 3/2025 Bán cắt lỗ biệt thự song lập hướng ĐN gần hồ - LH: 0886 064 ***,Giá thỏa thuận,150 m²,4,3,"Gia Lâm, Hà Nội"," Xã Dương Xá,  Gia Lâm,  Hà Nội",21.0046345,105.970087
"Bán Nhà mặt phố tại Bình Trị Đông, 8,99 tỷ, 109m2, (5 x 22M )4PN + 5WC + 4T","8,99 tỷ",109 m²,4,5,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",10.7663912,106.6167997
"Bán Centana 3PN 4,6 tỷ-5 tỷ, 2PN Office 2,5 tỷ-2,7 tỷ, 2PN căn hộ 4 tỷ - 4,2 tỷ, 1PN từ 2,3 tỷ",4 tỷ,64 m²,2,2,"Quận 2, Hồ Chí Minh"," Đường Mai Chí Thọ,  Phường An Phú,  Quận 2,  Hồ Chí Minh",10.7365876,106.7120245
"Bán nhà ngõ Trung Hành, Đằng Lâm, 41m2 4 tầng, mới tinh, độc lập, dân xây, 2 tỷ 650","2,65 tỷ",41 m²,3,2,"Hải An, Hải Phòng","Đường Trung Hành, Phường Đằng Lâm, Hải An, Hải Phòng",20.83826115,106.70931
Cần Bán nhanh nhà 5 tầng Biên Giang ô tô cách 5m khu vực đông đúc.,"3,05 tỷ",30 m²,3,4,"Hà Đông, Hà Nội","Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội",20.93096589,105.7174907
"Bán căn hộ chính chủ 2PN, 3PN, 4PN chung cư Dolphin Plaza - Giá tốt, hỗ trợ A-Z, LH 0987 514 ***","11,1 tỷ",186 m²,4,3,"Nam Từ Liêm, Hà Nội","Dolphin Plaza, Trần Bình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",21.03066864,105.7763755
Chuyên Bán Căn Hộ Saigon Royal Giá Tốt. Studio 2.6 tỷ | 1PN+1 4.6 tỷ | 2PN 6.4 tỷ | 3PN 12.5 tỷ,"6,1 tỷ",82 m²,2,2,"Quận 4, Hồ Chí Minh"," Đường Bến Vân Đồn,  Phường 12,  Quận 4,  Hồ Chí Minh",10.7550146,106.6349096
PKD tổng hợp quỹ căn 2PN-3PN-Duplex DT đa dạng 127-307m2 ở Mandarin-cam kết giá sát nhất thị trường,"16,34 tỷ",172 m²,3,2,"Cầu Giấy, Hà Nội","Mandarin Garden, Hoàng Minh Giám, Trung Hòa, Cầu Giấy, Hà Nội",21.00774393,105.7957821
"Chính chủ bán nhà phân lô phố thanh bình,nhà đẹp nội thất đầy đủ, miễn trung gian và môi giới,",14 tỷ,60 m²,5,4,"Hà Đông, Hà Nội","Phố Nguyễn Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",20.9821715,105.7842539
"Bán Nhà Biệt Thự 4PN, 4WC, 101m2 tại Phùng Chí Kiên, Cầu Giấy, Hà Nội giá 34 tỷ VND",34 tỷ,101 m²,4,4,"Cầu Giấy, Hà Nội","Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",21.04202494,105.8025152
Độc quyền hàng thưởng: 2PN + 2WC view hồ bơi - giá 3.724 tỷ - tặng gói nội thất 150tr,"3,72 tỷ",69 m²,2,2,"Quận 9, Hồ Chí Minh","Glory Heights - Vinhomes Grand Park, Nguyễn Xiển, Long Bình, Quận 9, Hồ Chí Minh",10.7589554,106.6730492
Bán Shophouse khu đô thị hạ Đình Rue De Charm 93m2 giá 25 tỷ nhận nhà ngay dòng tiền 70tr/tháng,25 tỷ,93 m²,10,11,"Thanh Trì, Hà Nội","Rue De Charme, 214, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",20.98294964,105.809326
Siêu phẩm Lê Trọng Tấn ô tô đỗ cửa vừa ở vừa kinh doanh dòng tiền tốt - nhỉnh 11 tỷ,"11,2 tỷ",44 m²,5,4,"Thanh Xuân, Hà Nội","Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",20.9971341,105.8290537
Nhà mới đẹp mặt tiền hẻm kinh doanh 1/ Huỳnh Tấn Phát vào 3 tầng 4 pn 3 vệ sinh chỉ 2tỷ850tr,"2,85 tỷ",33 m²,4,3,"Nhà Bè, Hồ Chí Minh","Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",10.6956953,106.7395591
"Bán nhà mặt phố Hàng Than, 101m2 giá 68tỷ, mặt tiền 22m, vị trí đẹp nhất phố, kinh doanh bất chấp",68 tỷ,101 m²,4,4,"Ba Đình, Hà Nội","Đường Hàng Than, Phường Nguyễn Trung Trực, Ba Đình, Hà Nội",21.0449031,105.8448873
Quỹ căn 2 ngủ nhỏ view hồ đẹp nhất đáng đầu tư dự án Masteri The Lakeside chỉ 20% = 800 triệu,Giá thỏa thuận,65 m²,2,2,"Gia Lâm, Hà Nội","Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội",21.0097832,105.9380275
2căn nhà mới hoàn thiện 4 tầng đường xe hơi thị trấn nhà bè,"6,8 tỷ",50 m²,4,5,"Nhà Bè, Hồ Chí Minh","Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",10.70220307,106.7382082
"Hotel 24 phòng sẳn hợp đồng thuê 60tr/tháng, giá 28tỷ500tr","28,5 tỷ",133 m²,24,25,"Quận 7, Hồ Chí Minh","Đường Số 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",10.71478055,106.734026
Nhà mới đẹp 4 tầng full nội thất đường ô tô 8m chỉ 6tỷ6 ngay Trung tâm Thị Trấn sát bên quận 7,"6,6 tỷ","52,5 m²",3,4,"Nhà Bè, Hồ Chí Minh","Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",10.6956953,106.7395591
Bán Nhanh Căn Biệt thự đảo Ecopark với diện tích 300m2,65 tỷ,300 m²,4,4,"Văn Giang, Hưng Yên","Ecopark Grand - The Island , Xuân Quan, Văn Giang, Hưng Yên",20.96350148,105.918669
"Biệt thự mặt tiền TL29 sân dài miên man - 507m2 đất - sale 2 tỷ còn 12,3 tỷ - kinh doanh gì cũng đc","12,3 tỷ",507 m²,5,6,"Quận 12, Hồ Chí Minh","Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh.",10.87702452,106.6794136
"Giảm Sâu nhà Song Phương, bán kính 800m đầy đủ chợ, trường, 400m ra Đại Lộ TL.","3,35 tỷ",42 m²,4,3,"Hoài Đức, Hà Nội","Đường Song Phương, Xã Song Phương, Hoài Đức, Hà Nội",21.015711,105.6970672
"Bán căn hộ Mizuki Park 72m2 view mát (2PN - 2WC), giá 3,40tỷ/căn đã có sổ bao giấy tờ nhận nhà","3,4 tỷ",72 m²,2,2,"Bình Chánh, Hồ Chí Minh"," Đường Nguyễn Văn Linh,  Xã Bình Hưng,  Bình Chánh,  Hồ Chí Minh",10.72891091,106.6801554
"Bán CC Green Pearl 378 Minh Khai, 12,5 tỷ, 139m2, 3PN, 2WC, full nội thất","12,5 tỷ",139 m²,3,2,"Hai Bà Trưng, Hà Nội","Green Pearl 378 Minh Khai, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.9963307,105.8641757
"Nhà hẻm Vip Dương Đức Hiền, giá 7 tỷ",7 tỷ,"67,5 m²",2,1,"Tân Phú, Hồ Chí Minh","Đường Dương Đức Hiền, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",10.80882244,106.627121
Cần bán biệt thự rộng 500m2 khu biệt thự núi Anh Nguyễn,"43,5 tỷ",500 m²,4,5,"Nha Trang, Khánh Hòa"," Đường Trần Phú,  Phường Vĩnh Nguyên,  Nha Trang,  Khánh Hòa",12.2155713,109.2026176
"Nhà Tân Bình MT lộ giới 30m, thông ra nhà ga T3 sân bay TSN, 162.5m2 ngang 10m, 6 tầng, 50.5tỷ","50,5 tỷ","162,53 m²",4,5,"Tân Bình, Hồ Chí Minh","Đường Phan Thúc Duyện, Phường 4, Tân Bình, Hồ Chí Minh",10.80352796,106.6622492
"Hiếm bán! Nhà Bình Thạnh, hẻm xe hơi 5m, sát mặt tiền Nơ Trang Long, 5x15, 4 tầng, giá tốt 12.8 tỷ","12,8 tỷ","73,8 m²",4,4,"Bình Thạnh, Hồ Chí Minh","Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh",10.80924858,106.6947047
"Bán Nhà Mặt Phố 4 Tầng, 5PN, 4WC, 80m2, 9,9 tỷ tại Bình Trị Đông B, Bình Tân, HCM giá siêu hời","9,9 tỷ",80 m²,5,4,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",10.7504813,106.6128383
"Bán căn hộ 3PN Eco Green City, nhà mới sửa, 95m2, căn góc ban công Đông Nam",Giá thỏa thuận,95 m²,3,2,"Thanh Trì, Hà Nội","Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",20.9831813,105.8087009
Đầu tư hơn 4 tỷ có ngay dòng tiền thu nhập với hợp đồng thuê giá 23tr/ tháng,"4,26 tỷ",60 m²,2,1,"Quận 7, Hồ Chí Minh"," Đường Phạm Văn Nghị,  Phường Tân Phong,  Quận 7,  Hồ Chí Minh",10.7299253,106.7068066
"Người quen gửi bán nhà phố Thi Sách, nhà đẹp ở luôn, sát mặt phố, trung tâm quận Hai Bà Trưng","14,2 tỷ",42 m²,4,4,"Hai Bà Trưng, Hà Nội","Phố Thi Sách, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",21.0088541,105.8507816
Cắt lỗ 300tr căn hộ 2 phòng ngủ mặt sông Hàn Sun Symphony Residence đối diện Novotel Đà Nẵng,"6,1 tỷ","70,1 m²",2,2,"Sơn Trà, Đà Nẵng"," Đường Trần Hưng Đạo,  Phường Nại Hiên Đông ,  Sơn Trà,  Đà Nẵng",16.08516825,108.2288678
GẤP HẠ GIÁ 30 TỶ TÔI CHÍNH CHỦ BÁN BIỆT THỰ VƯỜN ĐÀO D5 LÔ GÓC 3 MẶT TIỀN VIEW TRỰC DIỆN LOTTE,Giá thỏa thuận,270 m²,5,5,"Tây Hồ, Hà Nội","Toà nhà hỗn hợp Vườn Đào, Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",21.07332352,105.8127116
"Cần bán gấp căn biệt thự, Đinh Công Trứ",13 tỷ,282 m²,4,4,"Sơn Trà, Đà Nẵng","Đường Đinh Công Trứ, Phường Thọ Quang, Sơn Trà, Đà Nẵng",16.09551999,108.2472429
"Căn hộ 27,8m2 tại Vinhomes Ocean Park Gia Lâm, giá tốt 1,73 tỷ","1,73 tỷ","27,8 m²",1,1,"Gia Lâm, Hà Nội"," Xã Dương Xá,  Gia Lâm,  Hà Nội",21.0046345,105.970087
"Bán nhà phân lô ngõ 121 phố Thái Hà, Quận Đống Đa, DT 50.5m2, 7 tầng, MT 5,5m, thang máy nhập khẩu",29 tỷ,"50,5 m²",13,8,"Đống Đa, Hà Nội","Ngõ 121, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",21.01060316,105.8223619
