Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"Bán đất Hắc Dịch, 1,35 tỷ, 140m2, mặt tiền đẹp xuất sắc","1,35 tỷ",140 m²,Không có thông tin,Không có thông tin,"Phú Mỹ, Bà Rịa Vũng Tàu","Phường Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu"
"Bán đất lô góc 104,5m2 gần trường đại học FPT Hòa Lạc giá chỉ 22 triệu / m2","2,3 tỷ","104,5 m²",Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Lại Thượng, Thạch Thất, Hà Nội"
"Chuyên mua bán căn hộ 2PN, 3PN, 4PN tại Golden Palace, full nội thất mới đẹp, giá bán từ 58tr/m2.","7,5 tỷ",125 m²,3,2,"Nam Từ Liêm, Hà Nội","Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội."
"HÀNG MỚI LÔ GÓC ĐẤT ODT DUY NHẤT CÒN SÓT LẠI.ĐƯỜNG OTO 2,5 TẤN VÀO TẬN ĐẤT.",Giá thỏa thuận,"69,2 m²",Không có thông tin,Không có thông tin,"Chương Mỹ, Hà Nội","Chúc Sơn, Chương Mỹ, Hà Nội"
Bán nhà 6 tầng mặt phố Văn Cao - Ba đình 71 tỷ,71 tỷ,95 m²,5,5,"Ba Đình, Hà Nội","Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội"
"Bán nền NP Liền Kề 5x20m giá 19.5 tỷ TL, BT 260m2 giá 58 tỷ TL Thạnh Mỹ Lợi, Q2 LH: 0948 888 ***",19 tỷ,100 m²,Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Dự án Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
Giỏ hàng chuyển nhượng căn hộ Mizuki Park Nam Long mới nhất tháng 03/2025 - Hỗ trợ xem nhà 24/7,"2,95 tỷ",56 m²,2,1,"Bình Chánh, Hồ Chí Minh","Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
Giá tốt bán nhà Trịnh Hoài Đức - P. Hiệp Phú. Nhà 3 tầng chủ xây chắc chắn. Ngay ngã tư Thủ Đức,"7,58 tỷ","85,5 m²",5,4,"Thủ Đức, Hồ Chí Minh","Đường Trịnh Hoài Đức, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh"
Bán đất Thượng Thanh 50m2 mặt tiền 5m không quy hoạch sổ đỏ đầy đủ,"3,5 tỷ",50 m²,Không có thông tin,Không có thông tin,"Long Biên, Hà Nội","Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội"
"Bán nhà riêng đẹp tại Võ Chí Công 8 tỷ, 40m2, 5PN, 4WC. 0382 276 ***",8 tỷ,40 m²,5,4,"Tây Hồ, Hà Nội","Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội"
Bán nhà hxh 6m Nguyễn Bỉnh Khiêm - Đa Kao Q1 - 60m2 4pn đang cho spa thuê 30tr/tháng,"16,49 tỷ",60 m²,4,4,"Quận 1, Hồ Chí Minh","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh"
"Bán gấp nhà mặt tiền VIP Phạm Viết Chánh, Quận 1 - 10x15m - 4 tầng - cho thuê 200tr/th - giá 40 tỷ",40 tỷ,150 m²,Không có thông tin,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh"
Đơn giá 59tr/m2 sở hữu ngay căn 3PN rẻ nhất PK cao cấp Masterise có sẵn nội thất cao cấp châu Âu,Giá thỏa thuận,"90,8 m²",3,Không có thông tin,"Gia Lâm, Hà Nội","Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội"
EM CẦN BÁN LÔ ĐẤT 38M BIÊN GIANG HÀ ĐÔNG HÀ NỘI,"2,75 tỷ",38 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Đường Giang Chính, Phường Biên Giang, Hà Đông, Hà Nội"
Cần bán biệt thự vườn 617m2 ngay GiGamall Phạm Văn Đồng Hiệp Bình Chánh Thủ Đức,48 tỷ,617 m²,4,4,"Thủ Đức, Hồ Chí Minh","Đường 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
Tháng 3/2025 Bán cắt lỗ biệt thự song lập hướng ĐN gần hồ - LH: 0886 064 ***,Giá thỏa thuận,150 m²,4,3,"Gia Lâm, Hà Nội","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
"Bán nhà mặt phố Hàng Bông - Hoàn Kiếm 85m2, mặt tiền 4,8m, 5 tầng giá 65 tỷ",65 tỷ,85 m²,Không có thông tin,Không có thông tin,"Hoàn Kiếm, Hà Nội","Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội"
"Bán nhà mặt phố Lạc Long Quân - View Hồ Tây 185m2, mặt tiền 10m, giá 120 tỷ",120 tỷ,185 m²,Không có thông tin,Không có thông tin,"Tây Hồ, Hà Nội","Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội"
"Bán đất tại Mai Hiên, Đông Anh, Hà Nội, 3,9 tỷ, 45.1m2 giá cực chất","3,9 tỷ","45,1 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội"
"Bán Nhà mặt phố tại Bình Trị Đông, 8,99 tỷ, 109m2, (5 x 22M )4PN + 5WC + 4T","8,99 tỷ",109 m²,4,5,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh"
"Chính chủ cần bán lô mặt đường N1, Hạ Mỗ, Đan Phượng, 0902 289 ***",Giá thỏa thuận,68 m²,Không có thông tin,Không có thông tin,"Đan Phượng, Hà Nội","Đường N1, Xã Hạ Mỗ, Đan Phượng, Hà Nội"
"Bán Centana 3PN 4,6 tỷ-5 tỷ, 2PN Office 2,5 tỷ-2,7 tỷ, 2PN căn hộ 4 tỷ - 4,2 tỷ, 1PN từ 2,3 tỷ",4 tỷ,64 m²,2,2,"Quận 2, Hồ Chí Minh","Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
"Bán nhà ngõ Trung Hành, Đằng Lâm, 41m2 4 tầng, mới tinh, độc lập, dân xây, 2 tỷ 650","2,65 tỷ",41 m²,3,2,"Hải An, Hải Phòng","Đường Trung Hành, Phường Đằng Lâm, Hải An, Hải Phòng"
Cần Bán nhanh nhà 5 tầng Biên Giang ô tô cách 5m khu vực đông đúc.,"3,05 tỷ",30 m²,3,4,"Hà Đông, Hà Nội","Đường Biên Giang, Phường Biên Giang, Hà Đông, Hà Nội"
"Bán căn hộ chính chủ 2PN, 3PN, 4PN chung cư Dolphin Plaza - Giá tốt, hỗ trợ A-Z, LH 0987 514 ***","11,1 tỷ",186 m²,4,3,"Nam Từ Liêm, Hà Nội","Dolphin Plaza, Trần Bình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
"BÁN ĐẤT ĐG MẶT ĐƯỜNG TRỊNH VĂN BÔ 60M2, MT 5M, 2 MẶT Ô TÔ TRÁNH, GIÁ ĐẦU TƯ CHỈ 24X TRIỆU/M2",Giá thỏa thuận,60 m²,Không có thông tin,Không có thông tin,"Nam Từ Liêm, Hà Nội","Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội"
Chuyên Bán Căn Hộ Saigon Royal Giá Tốt. Studio 2.6 tỷ | 1PN+1 4.6 tỷ | 2PN 6.4 tỷ | 3PN 12.5 tỷ,"6,1 tỷ",82 m²,2,2,"Quận 4, Hồ Chí Minh","Dự án Saigon Royal Residence, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh"
PKD tổng hợp quỹ căn 2PN-3PN-Duplex DT đa dạng 127-307m2 ở Mandarin-cam kết giá sát nhất thị trường,"16,34 tỷ",172 m²,3,2,"Cầu Giấy, Hà Nội","Mandarin Garden, Hoàng Minh Giám, Trung Hòa, Cầu Giấy, Hà Nội"
"Chính chủ bán nhà phân lô phố thanh bình,nhà đẹp nội thất đầy đủ, miễn trung gian và môi giới,",14 tỷ,60 m²,5,4,"Hà Đông, Hà Nội","Phố Nguyễn Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội"
"Bán Nhà Biệt Thự 4PN, 4WC, 101m2 tại Phùng Chí Kiên, Cầu Giấy, Hà Nội giá 34 tỷ VND",34 tỷ,101 m²,4,4,"Cầu Giấy, Hà Nội","Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội"
Độc quyền hàng thưởng: 2PN + 2WC view hồ bơi - giá 3.724 tỷ - tặng gói nội thất 150tr,"3,72 tỷ",69 m²,2,2,"Quận 9, Hồ Chí Minh","Glory Heights - Vinhomes Grand Park, Nguyễn Xiển, Long Bình, Quận 9, Hồ Chí Minh"
Bán Shophouse khu đô thị hạ Đình Rue De Charm 93m2 giá 25 tỷ nhận nhà ngay dòng tiền 70tr/tháng,25 tỷ,93 m²,10,11,"Thanh Trì, Hà Nội","Rue De Charme, 214, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội"
"Bán đất 7x18m (126m2 thổ cư) đường 25, khu bên sông Hiệp Bình Chánh, TP Thủ Đức. Gần TTTM Gigamall",12 tỷ,126 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường 25, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh"
Siêu phẩm Lê Trọng Tấn ô tô đỗ cửa vừa ở vừa kinh doanh dòng tiền tốt - nhỉnh 11 tỷ,"11,2 tỷ",44 m²,5,4,"Thanh Xuân, Hà Nội","Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội"
Nhà mới đẹp mặt tiền hẻm kinh doanh 1/ Huỳnh Tấn Phát vào 3 tầng 4 pn 3 vệ sinh chỉ 2tỷ850tr,"2,85 tỷ",33 m²,4,3,"Nhà Bè, Hồ Chí Minh","Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh"
"Bán nhà mặt phố Hàng Than, 101m2 giá 68tỷ, mặt tiền 22m, vị trí đẹp nhất phố, kinh doanh bất chấp",68 tỷ,101 m²,4,4,"Ba Đình, Hà Nội","Đường Hàng Than, Phường Nguyễn Trung Trực, Ba Đình, Hà Nội"
"Bán nhà mặt phố Hàng Than, 101m2 giá 68tỷ, mặt tiền 22m, vị trí đẹp nhất phố, kinh doanh bất chấp",68 tỷ,101 m²,4,4,"Ba Đình, Hà Nội","Đường Hàng Than, Phường Nguyễn Trung Trực, Ba Đình, Hà Nội"
Quỹ căn 2 ngủ nhỏ view hồ đẹp nhất đáng đầu tư dự án Masteri The Lakeside chỉ 20% = 800 triệu,Giá thỏa thuận,65 m²,2,2,"Gia Lâm, Hà Nội","Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội"
MẶT TIỀN KINH DOANH VIP - 5 TẦNG - PHÙ HỢP MỠ SPA - CTY - VP - ĐA NGHÀNH - ĐƯỜNG 12M - KO LỘ GIỚI,"7,8 tỷ",70 m²,Không có thông tin,Không có thông tin,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh"
2căn nhà mới hoàn thiện 4 tầng đường xe hơi thị trấn nhà bè,"6,8 tỷ",50 m²,4,5,"Nhà Bè, Hồ Chí Minh","Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh"
"Hotel 24 phòng sẳn hợp đồng thuê 60tr/tháng, giá 28tỷ500tr","28,5 tỷ",133 m²,24,25,"Quận 7, Hồ Chí Minh","Đường Số 2, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
"Cần bán 60m2 đất wieu hồ trục chính kinh doanh Đông Dư, Bát Tràng, Gia Lâm",8 tỷ,60 m²,Không có thông tin,Không có thông tin,"Gia Lâm, Hà Nội","Đường Đông Dư Hạ, Xã Bát Tràng, Gia Lâm, Hà Nội"
Nhà mới đẹp 4 tầng full nội thất đường ô tô 8m chỉ 6tỷ6 ngay Trung tâm Thị Trấn sát bên quận 7,"6,6 tỷ","52,5 m²",3,4,"Nhà Bè, Hồ Chí Minh","Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh"
Bán Nhanh Căn Biệt thự đảo Ecopark với diện tích 300m2,65 tỷ,300 m²,4,4,"Văn Giang, Hưng Yên","Ecopark Grand - The Island , Xuân Quan, Văn Giang, Hưng Yên"
Đất đẹp Đình Trung Xuân Nội chính chủ gửi bán,"4,9 tỷ","84,5 m²",Không có thông tin,Không có thông tin,"Đông Anh, Hà Nội","Xuân Nộn, Đông Anh, Hà Nội"
Bán lô đất 48m2 tuy nhỏ nhưng gần trung tâm thành phố sổ hồng riêng,930 triệu,48 m²,Không có thông tin,Không có thông tin,"Bình Chánh, Hồ Chí Minh","Đường Tỉnh Lộ 10, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh"
Bán nhà mặt tiền Nguyễn Thị Nhung và Đinh Thị Thi khu đô thị Vạn Phúc City,38 tỷ,140 m²,Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
"Biệt thự mặt tiền TL29 sân dài miên man - 507m2 đất - sale 2 tỷ còn 12,3 tỷ - kinh doanh gì cũng đc","12,3 tỷ",507 m²,5,6,"Quận 12, Hồ Chí Minh","Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh."
"Giảm Sâu nhà Song Phương, bán kính 800m đầy đủ chợ, trường, 400m ra Đại Lộ TL.","3,35 tỷ",42 m²,4,3,"Hoài Đức, Hà Nội","Đường Song Phương, Xã Song Phương, Hoài Đức, Hà Nội"
"Bán nhà Mộ Lao Hà Đông, oto tránh vỉa hè kinh doanh, 7 tầng thang máy mặt tiền 4.5m, 16.x tỷ","16,3 tỷ",45 m²,4,Không có thông tin,"Hà Đông, Hà Nội","Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội"
"Bán căn hộ Mizuki Park 72m2 view mát (2PN - 2WC), giá 3,40tỷ/căn đã có sổ bao giấy tờ nhận nhà","3,4 tỷ",72 m²,2,2,"Bình Chánh, Hồ Chí Minh","Dự án Mizuki Park, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh"
"Bán CC Green Pearl 378 Minh Khai, 12,5 tỷ, 139m2, 3PN, 2WC, full nội thất","12,5 tỷ",139 m²,3,2,"Hai Bà Trưng, Hà Nội","Green Pearl 378 Minh Khai, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
"Nhà hẻm Vip Dương Đức Hiền, giá 7 tỷ",7 tỷ,"67,5 m²",2,1,"Tân Phú, Hồ Chí Minh","Đường Dương Đức Hiền, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh"
Cần bán biệt thự rộng 500m2 khu biệt thự núi Anh Nguyễn,"43,5 tỷ",500 m²,4,5,"Nha Trang, Khánh Hòa","Dự án Ocean Front Villas, Đường Trần Phú, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa"
"Nhà Tân Bình MT lộ giới 30m, thông ra nhà ga T3 sân bay TSN, 162.5m2 ngang 10m, 6 tầng, 50.5tỷ","50,5 tỷ","162,53 m²",4,5,"Tân Bình, Hồ Chí Minh","Đường Phan Thúc Duyện, Phường 4, Tân Bình, Hồ Chí Minh"
"Hiếm bán! Nhà Bình Thạnh, hẻm xe hơi 5m, sát mặt tiền Nơ Trang Long, 5x15, 4 tầng, giá tốt 12.8 tỷ","12,8 tỷ","73,8 m²",4,4,"Bình Thạnh, Hồ Chí Minh","Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh"
"Hiếm bán! Nhà Bình Thạnh, hẻm xe hơi 5m, sát mặt tiền Nơ Trang Long, 5x15, 4 tầng, giá tốt 12.8 tỷ","12,8 tỷ","73,8 m²",4,4,"Bình Thạnh, Hồ Chí Minh","Đường Nơ Trang Long, Phường 11, Bình Thạnh, Hồ Chí Minh"
"Cần bán nhanh 2 miếng đất mặt tiền 3000 m2 đường ĐH 38, xã Tam Hiệp, Châu Thành, Tiền Giang",2 tỷ,2.000 m²,Không có thông tin,Không có thông tin,"Châu Thành, Tiền Giang","Đường 38, Xã Tam Hiệp, Châu Thành, Tiền Giang"
"Bán Nhà Mặt Phố 4 Tầng, 5PN, 4WC, 80m2, 9,9 tỷ tại Bình Trị Đông B, Bình Tân, HCM giá siêu hời","9,9 tỷ",80 m²,5,4,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh"
"Bán căn hộ 3PN Eco Green City, nhà mới sửa, 95m2, căn góc ban công Đông Nam",Giá thỏa thuận,95 m²,3,2,"Thanh Trì, Hà Nội","Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội"
Đầu tư hơn 4 tỷ có ngay dòng tiền thu nhập với hợp đồng thuê giá 23tr/ tháng,"4,26 tỷ",60 m²,2,1,"Quận 7, Hồ Chí Minh","Dự án Sky Garden 3, Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Hồ Chí Minh"
Nhỉnh 8 tỷ cho nhà Mặt tiền An Bình - Trần Hưng Đạo P7 Q5,"8,8 tỷ",96 m²,Không có thông tin,Không có thông tin,"Quận 5, Hồ Chí Minh","Đường An Bình, Phường 7, Quận 5, Hồ Chí Minh"
"Người quen gửi bán nhà phố Thi Sách, nhà đẹp ở luôn, sát mặt phố, trung tâm quận Hai Bà Trưng","14,2 tỷ",42 m²,4,4,"Hai Bà Trưng, Hà Nội","Phố Thi Sách, Phường Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội"
Cần tìm chủ nhân cho căn đơn lập đẳng cấp và độc bản nhất Nine South,80 tỷ,695 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Nine South Estates, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
Mặt phố Vạn Bảo 70m2 9T thang máy MT 6.3m 31 tỷ,31 tỷ,70 m²,Không có thông tin,Không có thông tin,"Ba Đình, Hà Nội","Đường Vạn Bảo, Phường Liễu Giai, Ba Đình, Hà Nội"
Định cư nên cần chuyển nhượng căn hộ dịch vụ có hợp đồng thuê cao,57 tỷ,377 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","180/5, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh"
"Chính chủ cần bán căn nhà 4 tầng ngay gần chợ Tam Lông, Bình Xuyên, Vĩnh Yên, Vĩnh Phúc",4 tỷ,"89,9 m²",5,Không có thông tin,"Bình Xuyên, Vĩnh Phúc","Đường Minh Quyết thôn Tam Lộng, Xã Hương Sơn, Bình Xuyên, Vĩnh Phúc"
Cắt lỗ 300tr căn hộ 2 phòng ngủ mặt sông Hàn Sun Symphony Residence đối diện Novotel Đà Nẵng,"6,1 tỷ","70,1 m²",2,2,"Sơn Trà, Đà Nẵng","Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng"
GẤP HẠ GIÁ 30 TỶ TÔI CHÍNH CHỦ BÁN BIỆT THỰ VƯỜN ĐÀO D5 LÔ GÓC 3 MẶT TIỀN VIEW TRỰC DIỆN LOTTE,Giá thỏa thuận,270 m²,5,5,"Tây Hồ, Hà Nội","Toà nhà hỗn hợp Vườn Đào, Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội"
"Cần bán gấp căn biệt thự, Đinh Công Trứ",13 tỷ,282 m²,4,4,"Sơn Trà, Đà Nẵng","Đường Đinh Công Trứ, Phường Thọ Quang, Sơn Trà, Đà Nẵng"
Full giỏ hàng đang bán tại Victoria Village 1PN -2PN- 3PN mới nhất. Cam kết giá rẻ nhất thị trường,"3,6 tỷ","52,8 m²",1,Không có thông tin,"Quận 2, Hồ Chí Minh","Victoria Village, Đồng Văn Cống, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
CẦN BÁN GẤP 2 LÔ ĐẤT DỰ ÁN TÁI ĐỊNH CƯ LẬP PHÚC.GIÁ 61TR/M2,61 triệu,140 m²,Không có thông tin,Không có thông tin,"Nhà Bè, Hồ Chí Minh","Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Bán Nhà riêng tại Visip1 sát ngay chợ, Tp Thuận An, Bình Dương, 3,4 tỷ, 100m2. 0366 236 ***","3,4 tỷ",100 m²,2,Không có thông tin,"Thuận An, Bình Dương","Phường An Phú, Thuận An, Bình Dương"
"Bán đất biệt thự Võ Nghĩa ngay bãi tắm Phạm Văn Đồng, Sơn Trà, Đà Nẵng",36 tỷ,300 m²,Không có thông tin,Không có thông tin,"Sơn Trà, Đà Nẵng","Đường Võ Nghĩa, Phường Phước Mỹ, Sơn Trà, Đà Nẵng"
"Căn hộ 27,8m2 tại Vinhomes Ocean Park Gia Lâm, giá tốt 1,73 tỷ","1,73 tỷ","27,8 m²",1,1,"Gia Lâm, Hà Nội","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
"Bán nhà phân lô ngõ 121 phố Thái Hà, Quận Đống Đa, DT 50.5m2, 7 tầng, MT 5,5m, thang máy nhập khẩu",29 tỷ,"50,5 m²",13,8,"Đống Đa, Hà Nội","Ngõ 121, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội"
"Bán nhà phân lô ngõ 121 phố Thái Hà, Quận Đống Đa, DT 50.5m2, 7 tầng, MT 5,5m, thang máy nhập khẩu",29 tỷ,"50,5 m²",13,8,"Đống Đa, Hà Nội","Ngõ 121, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội"
"Bán đất 1000m2 tại Xã Xuân Tâm, Xuân Lộc, Đồng Nai. Cách quốc lộ 1km giá 5,2 tỷ, đẹp xuất sắc","5,2 tỷ",1.000 m²,Không có thông tin,Không có thông tin,"Xuân Lộc, Đồng Nai","Xã Xuân Tâm, Xuân Lộc, Đồng Nai"
"100m ra mặt phố Hồ Tùng Mậu - Nhà đẹp ở ngay - 5 tầng dân xây - 6,8 tỷ","6,8 tỷ",30 m²,3,4,"Cầu Giấy, Hà Nội","Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội"
"Cần bán gấp: Nhà phố The Classia Khang Điền - nhà sẵn, sổ sẵn, khu compound an ninh 24/7","17,4 tỷ",95 m²,6,6,"Quận 9, Hồ Chí Minh","Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
"Độc Quyền- Tòa nhà 119 Cộng Hòa Thu Nhập 500 Triệu,2MT,Tân Bình.DT 8,3x35-KC Hầm 6 Tầng. Giá 107 Tỷ",107 tỷ,272 m²,Không có thông tin,Không có thông tin,"Tân Bình, Hồ Chí Minh","Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh"
BÁN NHÀ PHÂN LÔ 55M2 XÂY 5 TẦNG THANG MÁY,19 tỷ,55 m²,8,5,"Nam Từ Liêm, Hà Nội","Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội"
"Tôi Cần Bán Căn nhà 3 tầng Lô Góc, 52,5m mặt tiền 4,8m đường 10m, giá hơn 10ty","10,5 tỷ","52,4 m²",3,3,"Lê Chân, Hải Phòng","Đường Dư Hàng, Phường Dư Hàng, Lê Chân, Hải Phòng"
"Bán nhà Ngọc Thụy, căn góc 2 mặt ngõ thoáng 55m2 x 6 tầng, thang máy, ngõ thông ô tô 7 chỗ vào nhà","12,9 tỷ",55 m²,4,3,"Long Biên, Hà Nội","Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội"
cập nhật những căn giá rẻ nhất dự án Jamila DT: 70m2 có 2PN 2WC full NT giá tốt nhất dự án,"4,15 tỷ",70 m²,2,2,"Quận 9, Hồ Chí Minh","Jamila Khang Điền, Song Hành, Phú Hữu, Quận 9, Hồ Chí Minh"
"Bán Biệt Thự Vườn Đào đẹp nhất 256 m2, 5 tầng, Mt 14 m, thang máy, đẳng cấp thượng lưu! Hot 150 tỷ!",150 tỷ,256 m²,6,6,"Tây Hồ, Hà Nội","Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
"Bán nhà chính chủ, đường20m, KDC Tên Lửa, số 51 Đường số 49, P.Tân Tạo, Q.Bình Tân, DT 81m2, 11 tỷ",11 tỷ,81 m²,4,5,"Bình Tân, Hồ Chí Minh","51 Đường Số 49, Phường Tân Tạo, Bình Tân, Hồ Chí Minh"
"Siêu phẩm trục chính dự án Majestic City giá chủ đầu tư cực kỳ tốt, ngân hàng hỗ trợ 2 năm k lãi","6,57 tỷ",90 m²,Không có thông tin,Không có thông tin,"Mỹ Hào, Hưng Yên","Majestic City, Phường Nhân Hòa, Mỹ Hào, Hưng Yên"
"Chính chủ bán nhà tại Nguyễn Văn Cừ, có gara ô tô ngõ thông kinh doanh giá hơn 10 tỷ","10,2 tỷ",40 m²,3,4,"Long Biên, Hà Nội","Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội"
"Nhà 3 tầng, Mặt tiền bao đẹp Huỳnh Tấn Phát - Trần Trọng Cung 4,2x31m. Chính chủ bán 23,9 tỷ","23,9 tỷ",131 m²,5,3,"Quận 7, Hồ Chí Minh","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh"
"Bán đất đẹp tại Quốc lộ 21A, Hòa Sơn, Lương Sơn, Hòa Bình, 20 triệu VND/m2, 2000 m2",40 tỷ,2.000 m²,Không có thông tin,Không có thông tin,"Lương Sơn, Hòa Bình","Đường Quốc lộ 21A(Quốc lộ 21), Xã Hòa Sơn, Lương Sơn, Hòa Bình"
"Đất nền khu đô thị VCN Phước Long 2, cập nhật giá tốt nhất tháng 3","5,1 tỷ",95 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Dự án Khu đô thị VCN Phước Long 2, Đường B11, Phường Phước Long, Nha Trang, Khánh Hòa"
"Tổng hợp 5 căn biệt thự VIP nhất kđt Vĩnh Điềm Trung , sổ Hồng hoàn công , cách biển 3km","14,79 tỷ",290 m²,4,6,"Nha Trang, Khánh Hòa","Đường C8, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa"
"Lô góc đối diện công viên và khu đất chung cư 2,2ha.","11,9 tỷ",183 m²,Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","Dự án KĐT Lê Hồng Phong I, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa"
Chính chủ cần bán gấp liền kề Vườn Đào Lạc Long Quân - Tây Hồ 100m2 hơn 30 tỷ,35 tỷ,100 m²,5,Không có thông tin,"Tây Hồ, Hà Nội","Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
