Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Địa chỉ chi tiết
"HÀNG ĐỘC QUYỀN, CĂN 3PN GÓC VIEW BIỂN, CĐT HỖ TRỢ VAY 70%,VỊ TRÍ TRUNG TÂM QUY HOẠCH THƯƠNG MẠI ĐN","1,44 tỷ",70 m²,2,2,"Liên Chiểu, Đà Nẵng","Dự án The Ori Garden, Đường Mê Linh, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
"Studio tòa TK2 29.1m2 - Tonkin, 1 tỷ 770 - Vinhomes Smart City (DT TT 25m2) - chính chủ bán cắt lỗ","1,77 tỷ","29,1 m²",1,1,"Nam Từ Liêm, Hà Nội","Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
Chốt 1 tỷ 660 bao phí căn Studio tòa GS2 - 33.9m2 - The Miami - Vin Smart City (DT TT 30.6m2),"1,66 tỷ","33,9 m²",1,1,"Nam Từ Liêm, Hà Nội","Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Chuyên bán căn hộ Dự Án Thảo Điền Green giá từ 13.5tỷ view sông trực diện , LH : 0902 365 *** Hà","13,5 triệu",84 m²,2,2,"Quận 2, Hồ Chí Minh","Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
"Bán biệt thự đơn lập 300m2 khu compound, hàng hiếm 14,6 tỷ giá thật tốt nhất trên thị trường","14,6 tỷ",300 m²,Không có thông tin,Không có thông tin,"Biên Hòa, Đồng Nai","Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai"
Giảm 1 tỷ - Bán gấp nhà 1/ Phạm Phú Thứ - Tân Bình,13 tỷ,"81,6 m²",4,Không có thông tin,"Tân Bình, Hồ Chí Minh","1/, Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh"
"ĐTL - Rổ hàng biệt thự 8x20m giá 9,5 tỷ - 10x20m giá 16 tỷ - 10x32 19.8 tỷ - 20x20 27tỷ. 0909 483 ***","9,5 tỷ",160 m²,Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
"Bán căn góc đẹp 3PN The Diamond Residence,tầng cao, 144m2, ký trực tiếp CĐT, HTLS 0%, 14.8 tỷ","14,8 tỷ",144 m²,3,3,"Thanh Xuân, Hà Nội","The Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
Chính chủ bán căn hộ FPT Plaza 3 - Đà Nẵng - Giá hợp lý,"1,7 tỷ",48 m²,2,2,"Ngũ Hành Sơn, Đà Nẵng","Dự án FPT Plaza 3, Đường Hoàng Minh Thắng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
"Bán gấp tháng 3 nhà 7 tầng trung tâm Hoàng Mai, đang khai thác 22 phòng CCMN dòng tiền 1,5 tỷ/năm",25 tỷ,100 m²,22,22,"Hoàng Mai, Hà Nội","Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội"
"Chính chủ bán nhanh nhà Lê Hồng Phong, Phường 8, Vũng Tàu diện tích 383m2 đất đô thị chỉ 65 tỷ",65 tỷ,383 m²,Không có thông tin,Không có thông tin,"Vũng Tàu, Bà Rịa Vũng Tàu","Đường Lê Hồng Phong, Phường 8, Vũng Tàu, Bà Rịa Vũng Tàu"
"Đất nền Tân Mỹ, TP Bắc Giang chỉ từ 2,4 tỷ","2,4 tỷ",75 m²,Không có thông tin,Không có thông tin,"Bắc Giang, Bắc Giang","Xã Tân Mỹ, Bắc Giang, Bắc Giang"
Tôi chính chủ cần bán căn chung cư Eco Lake View 2pn - 2wc - diện tích 82m - chỉ 4.7 tỷ,"4,7 tỷ",82 m²,2,2,"Hoàng Mai, Hà Nội","Eco Lake View, Đại Từ, Đại Kim, Hoàng Mai, Hà Nội"
"Tổng hợp những căn hộ ""kẹt tiền - bán lỗ"" ở Saigon Royal, officetel và 1 - 2 - 3 PN, LH: 0941 190 ***","5,8 tỷ",84 m²,2,1,"Quận 4, Hồ Chí Minh","Saigon Royal Residence, Số 35, Đường Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh"
"Bán gấp: Studio tòa I2 - 32m2, 1.5 tỷ Imperia Smart City - chính chủ bán cắt lỗ 300tr so với TT","1,5 tỷ",32 m²,1,Không có thông tin,"Nam Từ Liêm, Hà Nội","Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
"Bán căn hộ 2PN, 2WC - 76m2 - tại The Sun Avenue, 5,65 tỷ, 0968 952 ***","5,65 tỷ",76 m²,2,2,"Quận 2, Hồ Chí Minh","The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
Bán lô 50m-65m-120m-150m2 khu đất dịch vụ 25ha Vân Canh gần công viên cách Mỹ Đình 3km giá đầu tư,Giá thỏa thuận,50 m²,Không có thông tin,Không có thông tin,"Hoài Đức, Hà Nội","Xã Vân Canh, Hoài Đức, Hà Nội"
"Bán đất gần biển Liên Chiểu | 190m2 (10x19m), đường 7m5 ngay Nguyễn Sinh Sắc","11,29 tỷ",190 m²,Không có thông tin,Không có thông tin,"Liên Chiểu, Đà Nẵng","Đường Phú Lộc 22, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
"Cam kết ảnh thật, giá chuẩn tốt nhất thị trường, căn hộ đẹp, nội thất đầy đủ đồ đẹp, có slot oto",Giá thỏa thuận,78 m²,2,2,"Bắc Từ Liêm, Hà Nội","Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội"
"Bán đất gần biển Liên Chiểu | 190m2 (10x19m), đường 7m5 ngay Nguyễn Sinh Sắc","11,29 tỷ",190 m²,Không có thông tin,Không có thông tin,"Liên Chiểu, Đà Nẵng","Đường Phú Lộc 22, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
"Cam kết ảnh thật, giá chuẩn tốt nhất thị trường, căn hộ đẹp, nội thất đầy đủ đồ đẹp, có slot oto",Giá thỏa thuận,78 m²,2,2,"Bắc Từ Liêm, Hà Nội","Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội"
Tổng đại lý phân phối hàng ngoại giao dự án Sapphire Gem Hải Phòng- Chiết khấu cao nhất thị trường!,"5,6 tỷ",110 m²,Không có thông tin,Không có thông tin,"Thủy Nguyên, Hải Phòng","Sapphire Gem Hải Phòng, Đường 9C, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
Bán lô đất nền xã Cẩm Hưng huyện Cẩm Xuyên tỉnh Hà Tĩnh,"1,2 tỷ",218 m²,Không có thông tin,Không có thông tin,"Cẩm Xuyên, Hà Tĩnh","Xã Cẩm Hưng, Cẩm Xuyên, Hà Tĩnh"
"Bán nhà đẹp ""tân cổ điển"" rộng 150m2 tại Liên Chiểu, Đà Nẵng","6,49 tỷ",150 m²,4,4,"Liên Chiểu, Đà Nẵng","Đường Khánh An 11, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng"
"Biệt thự song lập San Hô 125m2 cách biển hồ trung tâm 24,5ha chỉ với vài bước tản bộ",33 tỷ,125 m²,3,4,"Gia Lâm, Hà Nội","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
"Villa thu nhỏ bên Vịnh Đà Nẵng - ""Nét tinh tế đẳng cấp riêng biệt","12,8 tỷ",180 m²,4,5,"Liên Chiểu, Đà Nẵng","Đường Phú Xuân 4, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
"Căn hộ đẹp, yên tĩnh - Vinhomes Quận 9 - 4,2 tỷ, 81,5m2 3PN 2WC tiện ích nội khu bậc nhất Sài Gòn","4,2 tỷ","81,5 m²",3,2,"Quận 9, Hồ Chí Minh","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Giỏ hàng độc quyền quỹ căn chủ nhà gửi bán tại KĐT The Phoenix Garden. Có xác nhận CĐT từ 200-600m2,30 tỷ,400 m²,Không có thông tin,Không có thông tin,"Đan Phượng, Hà Nội","Dự án The Phoenix Garden, Thị trấn Phùng, Đan Phượng, Hà Nội"
Duy nhất căn hộ 1PN tầng cao view trực diện sông thanh toán trước 350tr nhận nhà. LH 0942 878 *** Tú,"1,5 tỷ",46 m²,1,1,"Thủ Dầu Một, Bình Dương","Dự án The Maison, Đường Phan Bội Châu, Phường Phú Thọ, Thủ Dầu Một, Bình Dương"
"Quỹ căn ngoại giao siêu hiếm Sapphire Gem 110m2, 145m2, 154m2 giá chỉ hơn 5 tỷ, bao trọn thuế phí",Giá thỏa thuận,110 m²,5,5,"Thủy Nguyên, Hải Phòng","Dự án Sapphire Gem Hải Phòng, Phường Thủy Đường, Thủy Nguyên, Hải Phòng"
"Bán căn hộ Sunrise Riverside cập nhật giỏ hàng tháng căn 2PN: 3.9tỷ đến 4 tỷ căn 3PN giá 4,3 tỷ","3,9 tỷ",70 m²,2,2,"Nhà Bè, Hồ Chí Minh","Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh"
"Siêu phẩm! Nguyễn Khang, Cầu Giấy, phân lô, ô tô tránh, KD văn phòng, 10m ra phố, 80m2 x 7 tầng",32 tỷ,80 m²,Không có thông tin,Không có thông tin,"Cầu Giấy, Hà Nội","Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội"
"NHÀ HẺM Ô TÔ VÀO NHÀ, GẦN CHỢ, VỪA Ở VỪA KINH DOANH ONLINE - LÀM VĂN PHÒNG - DÒNG TIỀN 39m2","4,7 tỷ",39 m²,2,1,"Tân Bình, Hồ Chí Minh","Đường Trần Thái Tông, Phường 15, Tân Bình, Hồ Chí Minh"
"Bán căn hộ ngay trung tâm TP Nha Trang. Gần biển, trường học, chợ","4,2 tỷ",83 m²,2,2,"Nha Trang, Khánh Hòa","Happy Sky, 31, Đường Lê Quý Đôn, Phường Tân Tiến, Nha Trang, Khánh Hòa"
Chính chủ gửi bán nhanh CH 2PN 2WC mới đẹp The Botanica gần sân bay,"4,5 tỷ",69 m²,2,2,"Tân Bình, Hồ Chí Minh","The Botanica, 104, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh"
(GIÁ SỐC: 2 TỶ 880)Cần vốn đầu tư bán gấp căn 2 ngủ 54.8m2 tòa S202 Vin Smart City,"2,88 tỷ","54,8 m²",2,1,"Nam Từ Liêm, Hà Nội","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
Tôi chính chủ cần bán căn chung cư 2PN - 2WC - thiết kế 74m2 - chỉ 4.65 tỷ,"4,65 tỷ",74 m²,2,2,"Hoàng Mai, Hà Nội","Dự án Sky Central, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội"
"Tôi cần bán sớm 2PN1VS-57,1m2 TThuỷ-Sổ Đỏ-Tầng Trung -Hướng Nam- view công viên, Vinhomes GreenBay","4,4 tỷ","57,1 m²",2,1,"Nam Từ Liêm, Hà Nội","Vinhomes Green Bay Mễ Trì, Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội"
"Bán lô góc 2 mặt tiền KĐT An Bình Tân đường T5 và T2 DT 160,7m2 ngang 8.6m giá 55tr/m2","8,84 tỷ","160,7 m²",Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","KĐT An Bình Tân, Phường Phước Long, Nha Trang, Khánh Hòa"
"Bán lô góc 2 mặt tiền KĐT An Bình Tân đường T5 và T2 DT 160,7m2 ngang 8.6m giá 55tr/m2","8,84 tỷ","160,7 m²",Không có thông tin,Không có thông tin,"Nha Trang, Khánh Hòa","KĐT An Bình Tân, Phường Phước Long, Nha Trang, Khánh Hòa"
"Duy nhất 1 căn nhà phố cuối cùng giá gốc chủ đầu tư, vốn ban đầu bỏ ra chỉ hơn 2 tỷ. LH 0963 207 ***","6,9 tỷ",100 m²,Không có thông tin,Không có thông tin,"Từ Sơn, Bắc Ninh","VSIP Bắc Ninh, Hữu Nghị, Phù Chẩn, Từ Sơn, Bắc Ninh"
"ĐI NƯỚC NGOÀI GẤP BÁN SHOPHOUSE FULL NỘI THẤT RẺ 16,5 TỶ.","16,5 tỷ",105 m²,4,3,"Lê Chân, Hải Phòng","Vinhomes Marina Cầu Rào 2, Vĩnh Niệm, Lê Chân, Hải Phòng"
"Bán nhà mặt phố Âu Cơ,Tây Hồ bên số lẻ trong đê 50.4 tỷ","50,4 tỷ",72 m²,5,5,"Tây Hồ, Hà Nội","Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội"
Chính chủ bán lô đất dân mặt trục chính kinh doanh DT 85m2,Giá thỏa thuận,85 m²,Không có thông tin,Không có thông tin,"Thạch Thất, Hà Nội","Xã Bình Yên, Thạch Thất, Hà Nội"
"Bán căn hộ chung cư Sunview Town Thủ Đức 2PN 2WC đã có sổ hồng giá chỉ 1,9 tỷ giá thật không ảo","1,89 tỷ",58 m²,2,2,"Thủ Đức, Hồ Chí Minh","Dự án Sunview Town, Đường Gò Dưa, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh."
Chính chủ cần bán căn góc 3PN 2WC - 115m2 - chỉ 58tr/m2 - Sky Central 176 Định Công - LH 0981 736 ***,"6,75 tỷ",115 m²,3,2,"Hoàng Mai, Hà Nội","Sky Central, 176, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội"
Chính chủ cần bán nhanh nền đất ngay KDC LONG HẬU Giá rẻ 2ty50 -2.1 ty . Liên hệ 0907 219 *** ms Việt,"2,05 tỷ",100 m²,Không có thông tin,Không có thông tin,"Cần Giuộc, Long An","Khu công nghiệp Long Hậu, Long Hậu, Cần Giuộc, Long An"
Bán gấp nhiều căn Altra Residence full nội thất view biển lỗ 700tr so với giá chủ đầu tư,"1,6 tỷ",65 m²,2,2,"Quy Nhơn, Bình Định","Altara Residences, 76, Đường Trần Hưng Đạo, Phường Hải Cảng, Quy Nhơn, Bình Định"
"Làm việc chính chủ! Bán tòa nhà 12,4x25m=296,4m2 hầm 7 tầng mặt tiền Đặng Văn Bi, HĐ thuê 240 triệu",75 tỷ,"296,4 m²",Không có thông tin,Không có thông tin,"Thủ Đức, Hồ Chí Minh","Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
Giỏ hàng căn hộ cao cấp Phú Tài Residence giá rẻ nhất 1PN - 3PN. Liên hệ PKD dự án: 0906 147 ***,"1,75 tỷ",72 m²,2,2,"Quy Nhơn, Bình Định","Dự án Phú Tài Residence, Đường Lê Đức Thọ, Phường Hải Cảng, Quy Nhơn, Bình Định"
"Bán đất diện tích 10.829,7m2 huyện Long Thành",280 tỷ,"10.829,7 m²",Không có thông tin,Không có thông tin,"Long Thành, Đồng Nai","Đường Quốc Lộ 51, Thị trấn Long Thành, Long Thành, Đồng Nai"
Bán đất nền mặt tiền Lê Hồng Phong dự án HUD sổ hồng riêng cập nhật giá chính xác tháng 3 / 2025,Giá thỏa thuận,100 m²,Không có thông tin,Không có thông tin,"Nhơn Trạch, Đồng Nai","Khu đô thị mới Long Thọ, Đường Lê Hồng Phong, Xã Phước An, Nhơn Trạch, Đồng Nai"
"Bán xưởng DT đất 10 ha, có SKC, DT XD 35.000m2, 358 tỷ, Tân Uyên, Bình Dương. Mặt tiền đường ĐT",358 tỷ,99.000 m²,Không có thông tin,Không có thông tin,"Tân Uyên, Bình Dương","Phường Tân Hiệp, Tân Uyên, Bình Dương"
"10 căn ngoại giao 1pn, 2pn, 3pn căn hộ Kepler Mỗ Lao, hà đông. Sở hữu lâu dài, htls 0% 12 tháng",Giá thỏa thuận,82 m²,2,2,"Hà Đông, Hà Nội","Dự án Tháp đôi Kepler Land, Phường Mỗ Lao, Hà Đông, Hà Nội"
"Bán gấp 232m2 đất, sổ riêng, thuộc Ấp Chánh, Tân Thông Hội, Củ Chi, giá 700 triệu",700 triệu,232 m²,Không có thông tin,Không có thông tin,"Củ Chi, Hồ Chí Minh","Đường Số 12, Xã Tân Thông Hội, Củ Chi, Hồ Chí Minh"
"Gợi ý những căn đẹp view sông trực diện giá tốt Thảo Điền Green, ck 9%, trả chậm 2 năm","10,55 tỷ",84 m²,2,Không có thông tin,"Quận 2, Hồ Chí Minh","Thảo Điền Green, Nguyễn Văn Hưởng, Thảo Điền, Quận 2, Hồ Chí Minh"
"CHUYÊN BÁN ĐẤT NỀN NHÀ PHỐ BIỆT THỰ - LIÊN KẾ PHÚ MỸ HƯNG| DT 6x18m, 8x18m, 11x18m, 14x18m | 30TY.",30 tỷ,108 m²,Không có thông tin,Không có thông tin,"Quận 7, Hồ Chí Minh","Khu phố Nam Thông I, Tân Phú, Quận 7, Hồ Chí Minh"
"Độc quyền căn Thời Đại 75m2 cuối cùng, gần chung cư dự án OCP3 giá 10,3 tỷ","10,3 tỷ",75 m²,Không có thông tin,Không có thông tin,"Văn Giang, Hưng Yên","Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
"Bán gấp 2 lô đất sẵn sổ trong KĐT đối diện sân golf Việt Trì, cạnh bệnh viện đang xây",2 tỷ,90 m²,Không có thông tin,Không có thông tin,"Việt Trì, Phú Thọ","Dự án Việt Trì Spring City, Đường Trường Chinh, Phường Vân Phú, Việt Trì, Phú Thọ"
"Bán gấp 2 lô đất sẵn sổ trong KĐT đối diện sân golf Việt Trì, cạnh bệnh viện đang xây",2 tỷ,90 m²,Không có thông tin,Không có thông tin,"Việt Trì, Phú Thọ","Dự án Việt Trì Spring City, Đường Trường Chinh, Phường Vân Phú, Việt Trì, Phú Thọ"
"Bán đất đường Duyên Hải, 15 tỷ VND, 1099m2 tại Cần Giờ, Hồ Chí Minh",15 tỷ,1.099 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Đường Duyên Hải, Xã Long Hòa, Cần Giờ, Hồ Chí Minh"
"Chuyển nhà về Đà Lạt, Bán 1 căn 51m2, 1PN + 1, giá rẻ 2,8 tỷ bao hết, sổ hồng, mới 100% 0909 719 ***","2,8 tỷ",51 m²,1,Không có thông tin,"Bình Tân, Hồ Chí Minh","The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh"
"Bán đất mặt tiền đường Lương Văn Nho - vị trí đẹp, 1590m2, 26,5 triệu/m2","26,24 tỷ",1.590 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Đường Lương Văn Nho, Thị trấn Cần Thạnh, Cần Giờ, Hồ Chí Minh"
"Chuyên bán căn hộ Florita, Q7 - Officetel - 2PN - 3PN","3,8 tỷ",69 m²,2,2,"Quận 7, Hồ Chí Minh","Dự án Căn hộ Florita, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
"Cần tiền bán gấp nhà khu Giồng Ao, Cần Thạnh, Cần Giờ, 6x50m, khuôn viên 105m2, giá 3,5 tỷ","5,5 tỷ",280 m²,Không có thông tin,Không có thông tin,"Cần Giờ, Hồ Chí Minh","Đường Giồng Ao, Thị trấn Cần Thạnh, Cần Giờ, Hồ Chí Minh"
"Bán nhà mặt tiền kinh doanh Tân Vĩnh Hiệp, 155m2, Giá thanh lý nhẹ 3.5 tỷ, LH 0978 076 ***","3,5 tỷ",155 m²,Không có thông tin,Không có thông tin,"Tân Uyên, Bình Dương","Đường DX 07, Xã Tân Vĩnh Hiệp, Tân Uyên, Bình Dương"
"Bán đất sổ đỏ 100m thổ cư, gần ủy ban , giá cực rẻ 520tr . LH 0978 076 ***",520 triệu,175 m²,Không có thông tin,Không có thông tin,"Phú Giáo, Bình Dương","Xã Tân Hiệp, Phú Giáo, Bình Dương"
"Chính chủ bán đất 1080m2, đang kinh doanh hồ bơi, thu nhập 150tr/tháng. LH 0978 076 ***",13 tỷ,1.080 m²,Không có thông tin,Không có thông tin,"Tân Uyên, Bình Dương","Xã Tân Vĩnh Hiệp, Tân Uyên, Bình Dương"
Chuyển nhượng bán đất Huy Hoàng hai mặt tiền trước sau giá tốt đầu tư gấp lh 0934 747 ***,"43,38 tỷ","155,5 m²",Không có thông tin,Không có thông tin,"Quận 2, Hồ Chí Minh","Dự án Huy Hoàng, Đường Số 63 - TML, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
"Căn hộ 3 mặt view sông, cách Thủ Đức 5p đi xe.","2,6 tỷ",73 m²,2,2,"Thủ Đức, Hồ Chí Minh","Sunview Town, Gò Dưa, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
PHÂN LÔ LIỀN KỀ ROYAL CITY - Ô TÔ TRÁNH- NGUYỄN TRÃI - AN NINH 24/7 - 100M2 - MẶT TIỀN 6M- 36 TỶ,36 tỷ,1.000 m²,Không có thông tin,Không có thông tin,"Thanh Xuân, Hà Nội","Phường Nhân Chính, Thanh Xuân, Hà Nội"
"Cắt lỗ 300tr, chính chủ cần bán 2PN 55m2 full đồ, sẵn sổ, tầng trung tòa S1 Smart City chỉ 2.98 tỷ","2,98 tỷ",55 m²,2,1,"Nam Từ Liêm, Hà Nội","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
Bán nhà mặt tiền 7m căn góc vị trí đẹp tại dự án Kiến Hưng Luxury - Hà Đông,"16,5 tỷ",70 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Dự án Kiến Hưng Luxury, Đường Phúc La, Phường Kiến Hưng, Hà Đông, Hà Nội"
"Bán đất tại Thạch Quảng, Thạch Thành, Thanh Hóa, 2XX triệu, 150m2 đẹp, nhiều tiện ích",280 triệu,150 m²,Không có thông tin,Không có thông tin,"Thạch Thành, Thanh Hóa","Xã Thạch Quảng, Thạch Thành, Thanh Hóa"
"Tôi cần bán nhanh căn mặt tiền 7m đã hoàn thiện đẹp Kiến Hưng Luxury, 17.5 tỷ","17,5 tỷ",75 m²,5,Không có thông tin,"Hà Đông, Hà Nội","Dự án Kiến Hưng Luxury, Đường Phúc La, Phường Kiến Hưng, Hà Đông, Hà Nội"
"Giảm 18 tỷ! Bán mặt phố Nguyễn Văn Lộc, vị trí siu đẹp, kinh doanh bậc nhất quận Hà Đông","106,4 tỷ",216 m²,Không có thông tin,Không có thông tin,"Hà Đông, Hà Nội","Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội"
Đất rẻ và đẹp nhất khu vực Nhơn Trạch giá chỉ từ 900tr/ lô full thổ cư. Cơ hội cuối cho nhà đầu tư,930 triệu,105 m²,Không có thông tin,Không có thông tin,"Nhơn Trạch, Đồng Nai","Dự án Mega City 2, Đường 25C, Xã Phú Hội, Nhơn Trạch, Đồng Nai"
Dự án HUD Nhơn Trạch Đường 20m cần bán lô đất nền nhà vườn 300m2 sổ hồng riêng đường thông thoáng,"3,45 tỷ",300 m²,Không có thông tin,Không có thông tin,"Nhơn Trạch, Đồng Nai","Dự án Khu đô thị mới Long Thọ, Đường N10, Xã Phước An, Nhơn Trạch, Đồng Nai"
"Giỏ hàng chủ đầu tư 20 căn hộ King Crown cao cấp, giá tốt giai đoạn 1, 56m2, từ 5tỷ, LH 0903 353 ***","5,3 tỷ",56 m²,3,2,"Thủ Đức, Hồ Chí Minh","Dự án King Crown Infinity, Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
"Giỏ hàng chủ đầu tư 20 căn hộ King Crown cao cấp, giá tốt giai đoạn 1, 56m2, từ 5tỷ, LH 0903 353 ***","5,3 tỷ",56 m²,3,2,"Thủ Đức, Hồ Chí Minh","Dự án King Crown Infinity, Đường Võ Văn Ngân, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
"Bề ngang 15m khan hiếm trung tâm Quận 3, ngay Võ Văn Tần Cao Thắng giá 199 tỷ",199 tỷ,320 m²,Không có thông tin,Không có thông tin,"Quận 3, Hồ Chí Minh","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh"
Đăng ký xem căn hộ The Glory thực tế và tư vấn từ Sale CĐT Becamex Tokyu,"2,3 tỷ",48 m²,1,1,"Thủ Dầu Một, Bình Dương","Dự án Midori Park The Glory, Phường Hòa Phú, Thủ Dầu Một, Bình Dương"
"Bán đất Mỹ Lương, Chương Mỹ - Hà Nội lô góc 2 mặt tiền 0929 656 ***",Giá thỏa thuận,182 m²,Không có thông tin,Không có thông tin,"Chương Mỹ, Hà Nội","Xã Mỹ Lương, Chương Mỹ, Hà Nội"
"Bán đất tại Đường 309, Tam Dương, Vĩnh Phúc, 720 triệu, 88.9 m2, giá siêu hời",720 triệu,"88,9 m²",Không có thông tin,Không có thông tin,"Tam Dương, Vĩnh Phúc","Đường 309, Xã Hướng Đạo, Tam Dương, Vĩnh Phúc"
PKD chủ đầu tư cập nhật giỏ hàng hơn 38 nền đất giá tốt nhất Centana Điền Phúc Thành giá từ 44tr/m2,"4,4 tỷ","92,6 m²",Không có thông tin,Không có thông tin,"Quận 9, Hồ Chí Minh","Dự án Centana City Điền Phúc Thành, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh"
"Bán nhà Ngọc Trục, Đại Mỗ, Nam Từ Liêm 38 m2x5T. Ngõ oto giá 6.8 tỷ","6,8 tỷ",38 m²,4,5,"Nam Từ Liêm, Hà Nội","Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội"
"350tr sở hữu căn hộ The Emerald 68 2PN2WC, mặt tiền QL13 cách quận 1 chỉ 11.5km","3,5 tỷ",73 m²,2,2,"Thuận An, Bình Dương","Dự án The Emerald 68, Đường Vĩnh Phú 16, Phường Vĩnh Phú, Thuận An, Bình Dương"
"Siêu hiếm! Nhà ngang 7.6m gần công viên Lê Văn Tám Đ. Huỳnh Khương Ninh - Giá chỉ 13,8 tỷ","13,8 tỷ","84,36 m²",2,Không có thông tin,"Quận 1, Hồ Chí Minh","Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Hồ Chí Minh"
Căn hộ chung cư cao cấp ngay trung tâm Quận Hải Châu Đà Nẵng,4 tỷ,76 m²,2,2,"Hải Châu, Đà Nẵng","Dự án Vista Residence Da Nang, Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
"Đẳng cấp! Tòa văn phòng lô góc, phố vip Thái Hà, cách phố 10m, 95m2 x 7 tầng thang máy, giá 38 tỷ",38 tỷ,95 m²,Không có thông tin,Không có thông tin,"Đống Đa, Hà Nội","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội"
PKD: Tổng hợp quỹ căn mới nhất biệt thự - liền kề - shophouse. Vị trí đẹp - Giá tốt nhất thị trường,Giá thỏa thuận,99 m²,7,6,"Hoàng Mai, Hà Nội","Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội"
"Đầu tư không lo rủi ro, bỏ ra 800tr lợi nhuận 24%/2 năm, dòng tiền đều hàng tháng, HTLS 18, có sổ","1,4 tỷ",72 m²,2,2,"Thái Nguyên, Thái Nguyên","Dự án Tecco Elite City, Đường Quang Trung, Phường Thịnh Đán, Thái Nguyên, Thái Nguyên"
